make,manufactured,reg_date,type_of_vehicle,category,transmission,curb_weight,power,engine_cap,no_of_owners,depreciation,coe,road_tax,dereg_value,mileage,omv,arf,price,estimated_price,registration_year
volkswagen,2015.0,2015-11-27,hatchback,"parf car, premium ad car",auto,1249.0,90.0,1395.0,3.0,15330.0,59200,624.0,13617.0,97500.0,19158.0,9158.0,26800.0,93000,2015
hino,2014.0,2014-07-10,truck,coe car,manual,2500.0,,4009.0,1.0,11360.0,34875,,34263.0,112168.0,31559.0,1578.0,55800.0,100000,2014
mazda,2014.0,2014-11-18,mid-sized sedan,"parf car, low mileage car",auto,1339.0,88.0,1496.0,2.0,,62000,682.0,5364.0,86800.0,18112.0,8112.0,9999.0,157000,2014
hyundai,2018.0,2018-05-19,suv,"parf car, premium ad car",manual,1233.0,88.0,998.0,2.0,12470.0,38941,392.0,17706.0,78000.0,11493.0,5000.0,48800.0,139888,2018
bmw,2014.0,2015-06-18,sports car,"parf car, premium ad car",auto,1445.0,235.0,2979.0,5.0,134910.0,71509,2362.0,27839.0,112168.0,36052.0,42473.0,145800.0,224000,2015
toyota,2020.0,2020-11-24,truck,-,manual,1640.0,,2982.0,1.0,14590.0,26644,,16950.0,98000.0,29349.0,1468.0,92800.0,110000,2020
volvo,2018.0,2018-05-15,suv,parf car,auto,1683.0,185.0,1969.0,2.0,20980.0,37605,1176.0,32706.0,87000.0,25816.0,28143.0,94500.0,232000,2018
opel,2018.0,2019-05-23,suv,parf car,auto,1203.0,81.0,1199.0,2.0,11920.0,25000,508.0,26300.0,70140.0,19940.0,19940.0,68800.0,128888,2019
volkswagen,2022.0,2022-10-28,suv,"parf car, premium ad car",auto,1678.0,140.0,1984.0,1.0,20590.0,108003,1194.0,115765.0,38500.0,34380.0,40132.0,190800.0,188000,2022
volvo,2015.0,2015-12-01,luxury sedan,"parf car, premium ad car",auto,1672.0,180.0,1969.0,2.0,15000.0,57501,1176.0,23779.0,90000.0,25691.0,27968.0,35888.0,180000,2015
ferrari,2012.0,2013-01-19,sports car,"coe car, premium ad car, low mileage car",auto,1565.0,416.0,4497.0,6.0,69510.0,108106,5674.0,92971.0,39000.0,350981.0,350981.0,598000.0,850000,2013
toyota,2006.0,2006-08-17,suv,"coe car, premium ad car",auto,1815.0,118.0,2694.0,6.0,18990.0,48479,3042.0,9138.0,227367.0,29963.0,32960.0,35800.0,187000,2006
mercedes-benz,2010.0,2010-07-08,sports car,"coe car, consignment car, low mileage car",auto,1560.0,135.0,1796.0,5.0,12670.0,33568,1364.0,20352.0,131000.0,54584.0,54584.0,76800.0,220000,2010
mercedes-benz,2018.0,2019-03-21,suv,"parf car, premium ad car",auto,1735.0,155.0,1991.0,2.0,23790.0,31001,1202.0,52332.0,68000.0,44536.0,54351.0,136800.0,246000,2019
audi,2019.0,2019-12-03,luxury sedan,"parf car, premium ad car, hybrid cars",auto,1715.0,180.0,1984.0,1.0,21340.0,40009,1194.0,61849.0,129000.0,44094.0,53732.0,141800.0,241800,2019
suzuki,2015.0,2017-05-24,suv,"parf car, premium ad car",auto,1190.0,86.0,1586.0,2.0,14360.0,51106,736.0,27752.0,110000.0,20883.0,21237.0,52800.0,100000,2017
toyota,2018.0,2019-03-11,van,premium ad car,manual,1700.0,,2982.0,2.0,13050.0,25027,,11464.0,78000.0,28136.0,1407.0,59800.0,145000,2019
nissan,2015.0,2015-11-21,hatchback,"parf car, premium ad car",auto,1081.0,72.0,1198.0,2.0,13550.0,56001,508.0,10314.0,110000.0,13923.0,5000.0,20800.0,75000,2015
toyota,2023.0,2024-02-08,suv,"parf car, rare & exotic, almost new car, low mileage car",auto,2520.0,305.0,3444.0,1.0,37060.0,85010,3080.0,145279.0,390.0,59090.0,84271.0,399900.0,308000,2024
bmw,2012.0,2012-04-30,sports car,"coe car, premium ad car",auto,1870.0,412.0,4395.0,4.0,19290.0,80583,5938.0,62170.0,145452.0,96413.0,96413.0,148800.0,424000,2012
mazda,2015.0,2016-02-19,luxury sedan,"parf car, premium ad car",auto,1454.0,121.0,1998.0,1.0,13400.0,38610,1210.0,16209.0,107000.0,18778.0,18778.0,29800.0,175000,2016
mercedes-benz,2020.0,2020-11-19,luxury sedan,parf car,auto,1640.0,145.0,1991.0,2.0,23520.0,40990,1202.0,77812.0,68000.0,53920.0,69056.0,183800.0,330000,2020
mercedes-benz,2021.0,2022-06-03,luxury sedan,"parf car, hybrid cars",auto,1650.0,165.0,1496.0,2.0,21910.0,95889,682.0,127680.0,45000.0,53524.0,68344.0,208800.0,270000,2022
lamborghini,2012.0,2012-08-30,sports car,"coe car, low mileage car",auto,1500.0,405.0,5204.0,6.0,36570.0,60586,7001.0,44717.0,85191.0,175430.0,175430.0,269888.0,480000,2012
volkswagen,2015.0,2016-03-21,hatchback,parf car,auto,1229.0,81.0,1197.0,2.0,12730.0,43000,508.0,11347.0,129588.0,18208.0,8208.0,24333.0,120000,2016
hyundai,2015.0,2015-06-25,hatchback,"parf car, premium ad car",auto,1080.0,73.0,1368.0,4.0,15320.0,61000,608.0,9662.0,116000.0,11202.0,6202.0,18800.0,89000,2015
Toyota,2016.0,2016-03-23,suv,"parf car, premium ad car, sgcarmart warranty cars",auto,1610.0,111.0,1986.0,3.0,16840.0,58190,1196.0,28157.0,102000.0,32499.0,32499.0,46000.0,195000,2016
audi,2016.0,2016-04-27,luxury sedan,parf car,auto,1450.0,110.0,1395.0,1.0,16380.0,49602,624.0,24796.0,118000.0,34065.0,29691.0,42800.0,165000,2016
bmw,2021.0,2021-06-24,hatchback,"parf car, premium ad car",auto,1380.0,80.0,1499.0,4.0,14550.0,47821,684.0,59927.0,42000.0,31169.0,35637.0,118800.0,180000,2021
bmw,2008.0,2009-04-08,luxury sedan,"coe car, premium ad car",auto,1490.0,115.0,1995.0,3.0,17740.0,33018,1812.0,15261.0,145000.0,44965.0,44965.0,82000.0,272000,2009
bmw,2022.0,2022-08-22,suv,parf car,auto,1435.0,100.0,1499.0,1.0,18170.0,112001,684.0,125263.0,48000.0,39941.0,47918.0,168866.0,203000,2022
mercedes-benz,2010.0,2010-10-12,luxury sedan,"coe car, premium ad car, sgcarmart warranty cars",auto,1495.0,115.0,1796.0,5.0,12140.0,38216,1364.0,24176.0,160000.0,38917.0,38917.0,76800.0,175000,2010
kia,2016.0,2016-08-25,mid-sized sedan,"parf car, sgcarmart warranty cars",auto,1295.0,95.0,1591.0,1.0,17100.0,53334,738.0,21776.0,155238.0,16810.0,16810.0,45888.0,101000,2016
porsche,2000.0,2001-03-02,sports car,"coe car, premium ad car, low mileage car",auto,,,3179.0,6.0,15540.0,35411,3999.0,17269.0,148500.0,73384.0,102738.0,75800.0,109500,2001
mercedes-benz,2020.0,2020-08-11,hatchback,"parf car, premium ad car",auto,1365.0,96.0,1332.0,2.0,18660.0,33520,586.0,46770.0,57000.0,31286.0,35801.0,128800.0,185000,2020
peugeot,2015.0,2015-05-19,van,-,auto,1460.0,,1560.0,1.0,9270.0,53001,,4458.0,110000.0,17256.0,863.0,7800.0,59000,2015
honda,2007.0,2007-06-29,mid-sized sedan,"coe car, hybrid cars",auto,1290.0,70.0,1339.0,3.0,13040.0,50625,885.0,14286.0,180000.0,25203.0,17643.0,36800.0,116000,2007
Nissan,2016.0,2016-12-20,suv,"parf car, premium ad car",auto,1285.0,85.0,1197.0,3.0,11500.0,48000,508.0,19900.0,88000.0,18725.0,13725.0,34800.0,94788,2016
mercedes-benz,2016.0,2017-04-10,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,1700.0,143.0,1950.0,1.0,23110.0,50621,1734.0,46490.0,98000.0,54466.0,55039.0,88988.0,250000,2017
mini,2017.0,2017-05-22,sports car,parf car,auto,1390.0,141.0,1998.0,2.0,20710.0,52807,1210.0,38152.0,75000.0,33789.0,39305.0,76800.0,263000,2017
honda,2018.0,2018-04-20,mid-sized sedan,"parf car, low mileage car",auto,1249.0,92.0,1597.0,1.0,16980.0,46791,742.0,30435.0,31000.0,19724.0,19724.0,73800.0,128000,2018
subaru,2019.0,2020-07-25,suv,parf car,auto,1591.0,115.0,1995.0,1.0,16970.0,34900,1208.0,32710.0,82000.0,18459.0,18459.0,112888.0,138800,2020
volkswagen,2017.0,2017-12-27,mpv,"parf car, premium ad car",auto,1790.0,162.0,1984.0,1.0,18810.0,53711,1194.0,45454.0,103854.0,34819.0,40747.0,86800.0,185000,2017
bentley,2021.0,2022-01-24,suv,parf car,auto,2415.0,404.0,3996.0,1.0,95280.0,88000,3944.0,327870.0,38000.0,210203.0,350366.0,880000.0,1188000,2022
toyota,2019.0,2021-09-29,mpv,"parf car, premium ad car, hybrid cars",auto,1380.0,73.0,1496.0,1.0,14960.0,46689,682.0,42669.0,32296.0,24648.0,11508.0,114800.0,120000,2021
audi,2016.0,2016-10-24,luxury sedan,parf car,auto,1310.0,92.0,1395.0,2.0,13750.0,50991,624.0,21480.0,99000.0,25074.0,17104.0,38800.0,155000,2016
honda,2016.0,2016-12-22,hatchback,"parf car, premium ad car",auto,1040.0,73.0,1318.0,3.0,14480.0,50951,578.0,18997.0,120000.0,16607.0,11607.0,40000.0,82500,2016
mitsubishi,2008.0,2008-10-13,mid-sized sedan,"coe car, premium ad car",auto,1162.0,79.0,1584.0,2.0,13580.0,30284,1101.0,13109.0,145000.0,11931.0,8732.0,58800.0,60000,2008
Toyota,2016.0,2017-07-03,suv,"parf car, direct owner sale",auto,1610.0,111.0,1986.0,2.0,27110.0,54616,1196.0,39201.0,98900.0,34156.0,34819.0,99999.0,195000,2017
mercedes-benz,2017.0,2018-01-31,suv,"parf car, premium ad car",auto,1705.0,135.0,1991.0,3.0,24980.0,47002,1202.0,52401.0,83000.0,44562.0,54387.0,117800.0,290000,2018
mercedes-benz,2020.0,2021-06-29,sports car,"parf car, premium ad car, low mileage car, hybrid cars",auto,1775.0,200.0,1991.0,2.0,30470.0,61190,1202.0,124613.0,20000.0,75959.0,108727.0,268800.0,388000,2021
honda,2023.0,2023-08-08,suv,"parf car, almost new car",auto,1250.0,87.0,1496.0,1.0,15550.0,97000,682.0,92512.0,21700.0,18838.0,5000.0,144800.0,180000,2023
suzuki,2008.0,2008-07-30,mpv,coe car,auto,1330.0,68.0,1590.0,3.0,14400.0,38655,1107.0,14985.0,145000.0,12382.0,9483.0,55807.0,65000,2008
mercedes-benz,2021.0,2021-12-20,suv,parf car,auto,1755.0,225.0,1991.0,1.0,25250.0,70200,1202.0,97784.0,69521.0,48598.0,60038.0,219800.0,364888,2021
kia,2015.0,2015-10-15,suv,parf car,auto,1583.0,113.0,1999.0,3.0,12840.0,57885,1212.0,19157.0,170000.0,21202.0,21683.0,26888.0,150000,2015
bmw,2021.0,2022-09-28,luxury sedan,"parf car, sgcarmart warranty cars",auto,1645.0,180.0,1998.0,2.0,27560.0,107201,1210.0,152280.0,20000.0,62501.0,84502.0,270800.0,263888,2022
mercedes-benz,2016.0,2017-01-10,luxury sedan,"parf car, sgcarmart warranty cars",auto,1605.0,135.0,1991.0,3.0,22810.0,50389,1202.0,50472.0,85000.0,50312.0,62562.0,89888.0,251000,2017
dfsk,2022.0,2022-11-29,van,"premium ad car, electric cars",auto,1720.0,,,1.0,12620.0,39355,,33295.0,16579.5,26441.0,1323.0,106800.0,72600,2022
nissan,2017.0,2017-09-25,van,premium ad car,manual,1260.0,,1461.0,1.0,10890.0,40212,,12846.0,91000.0,20119.0,1006.0,34800.0,102000,2017
kia,2017.0,2018-01-26,mid-sized sedan,parf car,auto,1295.0,95.0,1591.0,1.0,13610.0,38200,738.0,23540.0,88000.0,15461.0,15461.0,55800.0,112000,2018
land rover,2013.0,2013-06-12,suv,"coe car, premium ad car",auto,1640.0,177.0,1999.0,3.0,15480.0,115270,1333.0,103332.0,111000.0,57988.0,76379.0,138800.0,217000,2013
honda,2023.0,2024-05-16,mpv,"parf car, almost new car, low mileage car, hybrid cars",auto,1840.0,242.0,1993.0,1.0,18670.0,105002,1204.0,123219.0,49.0,27430.0,25402.0,197988.0,189800,2024
Toyota,2019.0,2019-06-17,truck,premium ad car,manual,1760.0,,2982.0,1.0,13970.0,28559,,14060.0,62000.0,33674.0,1684.0,68800.0,110000,2019
nissan,2015.0,2015-12-30,suv,"parf car, premium ad car",auto,1626.0,106.0,1997.0,2.0,14170.0,61103,1210.0,20774.0,108284.0,21714.0,22400.0,30800.0,190000,2015
mitsubishi,2007.0,2007-06-22,sports car,"coe car, premium ad car",manual,1380.0,206.0,1997.0,6.0,53770.0,54088,1815.0,15471.0,147000.0,26410.0,29051.0,153800.0,50000,2007
honda,2015.0,2016-12-14,suv,parf car,auto,1210.0,96.0,1496.0,1.0,14960.0,48000,682.0,21423.0,80000.0,20997.0,16396.0,44300.0,107800,2016
kia,2021.0,2021-09-23,suv,"parf car, premium ad car",auto,1323.0,103.0,1353.0,1.0,16490.0,56032,600.0,57043.0,29772.0,21224.0,21714.0,130800.0,117888,2021
subaru,2008.0,2010-06-03,mpv,coe car,auto,1590.0,165.0,1994.0,5.0,15640.0,16784,1809.0,2961.0,145500.0,30330.0,30330.0,13800.0,117000,2010
honda,2022.0,2024-03-05,van,"almost new car, premium ad car, low mileage car",auto,960.0,,658.0,1.0,8730.0,60740,,59059.0,18.0,16488.0,825.0,84888.0,116000,2024
mercedes-benz,2018.0,2019-03-26,luxury sedan,parf car,auto,1490.0,115.0,1595.0,2.0,22060.0,35403,740.0,49735.0,78000.0,39767.0,47674.0,125788.0,200000,2019
Honda,2015.0,2016-03-04,suv,"parf car, premium ad car",auto,1190.0,96.0,1496.0,1.0,15710.0,46651,682.0,13275.0,110000.0,20205.0,10287.0,30800.0,120000,2016
byd,2022.0,2024-03-26,van,"almost new car, premium ad car, electric cars",auto,1620.0,,,1.0,11120.0,44915,,43931.0,16579.5,23078.0,1154.0,108800.0,123000,2024
mitsubishi,2008.0,2008-10-10,bus/mini bus,coe car,manual,4000.0,,4899.0,6.0,12100.0,40188,,16934.0,679468.0,68641.0,3433.0,51000.0,152000,2008
honda,2018.0,2018-08-14,hatchback,"parf car, premium ad car",auto,1088.0,96.0,1498.0,2.0,14260.0,32699,684.0,25369.0,80000.0,17173.0,17173.0,66800.0,85000,2018
honda,2022.0,2023-04-10,suv,"parf car, low mileage car",auto,1254.0,87.0,1498.0,1.0,15900.0,93503,684.0,95227.0,7000.0,16986.0,16986.0,148800.0,117000,2023
ferrari,2019.0,2019-07-08,sports car,"parf car, rare & exotic, low mileage car",auto,1455.0,530.0,3902.0,1.0,185640.0,48010,3796.0,533675.0,3800.0,392864.0,679156.0,1280000.0,768000,2019
bmw,2013.0,2013-04-29,luxury sedan,"coe car, premium ad car, sgcarmart warranty cars",auto,1750.0,235.0,2979.0,2.0,17750.0,102078,2834.0,83900.0,160000.0,78220.0,78220.0,145888.0,282000,2013
bmw,2017.0,2018-02-08,luxury sedan,parf car,auto,1540.0,185.0,1998.0,3.0,22040.0,47390,1210.0,60046.0,99000.0,52428.0,66371.0,111800.0,320000,2018
toyota,2013.0,2014-03-10,mid-sized sedan,coe car,auto,1045.0,80.0,1497.0,1.0,10760.0,79237,752.0,77153.0,110542.0,13164.0,8164.0,104800.0,87000,2014
land rover,2017.0,2018-04-20,suv,parf car,auto,1983.0,184.0,1997.0,1.0,25410.0,37330,1210.0,74350.0,88800.0,66829.0,92293.0,143888.0,362000,2018
toyota,1992.0,1992-12-23,mid-sized sedan,"coe car, premium ad car",manual,,,1587.0,6.0,7900.0,26175,,12550.0,91933.0,17278.0,25917.0,37888.0,150000,1992
volvo,2008.0,2008-09-19,suv,coe car,auto,1997.0,154.0,2521.0,5.0,15950.0,33377,2736.0,14229.0,145000.0,50663.0,50663.0,67990.0,162000,2008
audi,2010.0,2013-02-28,sports car,"coe car, premium ad car, low mileage car",auto,1625.0,386.0,5204.0,6.0,30850.0,108373,7001.0,94418.0,33100.0,192880.0,192880.0,268800.0,550000,2013
volkswagen,2015.0,2015-11-27,hatchback,"parf car, premium ad car",auto,1139.0,66.0,1197.0,2.0,14710.0,59200,508.0,12155.0,110000.0,17385.0,7385.0,23800.0,105000,2015
honda,2020.0,2020-09-09,mid-sized sedan,"parf car, premium ad car",auto,1237.0,92.0,1597.0,2.0,14340.0,35710,742.0,37768.0,52366.0,20477.0,20668.0,99800.0,128000,2020
bmw,2015.0,2015-11-27,mpv,"parf car, premium ad car",auto,1480.0,85.0,1496.0,3.0,18530.0,59200,1082.0,22446.0,105000.0,30843.0,25181.0,39500.0,198000,2015
bmw,2011.0,2011-06-24,luxury sedan,"coe car, direct owner sale",auto,1650.0,150.0,2497.0,3.0,13230.0,49716,2335.0,34202.0,128266.5,44195.0,44195.0,91000.0,220000,2011
toyota,2018.0,2018-10-29,mpv,"parf car, premium ad car",auto,1350.0,79.0,1496.0,1.0,15350.0,25556,682.0,24836.0,91000.0,19516.0,19516.0,76888.0,120000,2018
toyota,2018.0,2019-04-25,mpv,"parf car, hybrid cars",auto,1620.0,100.0,1797.0,2.0,21140.0,36961,974.0,37642.0,78000.0,32937.0,28112.0,116800.0,182888,2019
mercedes-benz,2021.0,2023-09-07,luxury sedan,"parf car, almost new car, premium ad car",auto,1425.0,100.0,1332.0,1.0,18780.0,121000,586.0,127452.0,12900.0,34906.0,40869.0,189800.0,186000,2023
suzuki,2022.0,2022-10-31,van,direct owner sale,auto,880.0,,658.0,2.0,8510.0,42980,,34384.0,26743.0,12645.0,633.0,70000.0,30000,2022
bmw,2019.0,2019-12-31,mpv,"parf car, sgcarmart warranty cars",auto,1490.0,80.0,1499.0,1.0,15460.0,32889,684.0,48395.0,85000.0,34427.0,40198.0,105888.0,175000,2019
toyota,2008.0,2009-08-21,mpv,"coe car, premium ad car",auto,1930.0,125.0,2362.0,4.0,17250.0,31933,2457.0,14777.0,164927.0,45167.0,45167.0,79800.0,310000,2009
Toyota,2019.0,2019-06-18,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,1230.0,96.0,1598.0,1.0,14860.0,36704,742.0,32472.0,65000.0,18787.0,18787.0,83800.0,140000,2019
toyota,2021.0,2021-11-25,mid-sized sedan,"parf car, low mileage car",auto,1315.0,96.0,1598.0,1.0,13850.0,55001,742.0,55466.0,15000.0,19346.0,19346.0,112800.0,140000,2021
citroen,2017.0,2018-05-02,van,premium ad car,auto,1460.0,,1560.0,2.0,9220.0,35001,,13578.0,91000.0,21562.0,1079.0,35800.0,112000,2018
mercedes-benz,2015.0,2016-01-19,van,premium ad car,manual,1320.0,,1461.0,3.0,12170.0,40092,,5536.0,110000.0,20983.0,1050.0,16800.0,134000,2016
porsche,2021.0,2022-04-29,suv,"parf car, premium ad car",auto,2105.0,250.0,2995.0,2.0,43580.0,90002,2380.0,172336.0,23500.0,88769.0,135292.0,410800.0,487000,2022
Honda,2019.0,2021-02-26,stationwagon,parf car,auto,1130.0,95.0,1496.0,1.0,14290.0,41001,682.0,31237.0,66000.0,20844.0,6182.0,95800.0,125000,2021
mercedes-benz,2019.0,2019-11-29,luxury sedan,parf car,auto,1490.0,115.0,1595.0,1.0,21480.0,41361,740.0,54247.0,49000.0,36204.0,42686.0,136800.0,211000,2019
lexus,2015.0,2016-01-20,luxury sedan,parf car,auto,1615.0,135.0,2494.0,2.0,21450.0,57501,1792.0,35843.0,86416.0,40884.0,49238.0,58888.0,344000,2016
nissan,2010.0,2010-12-16,mid-sized sedan,"coe car, low mileage car",auto,1175.0,80.0,1498.0,2.0,12540.0,18652,958.0,5294.0,123800.0,17195.0,17195.0,17800.0,104000,2010
ford,2021.0,2022-07-12,sports car,"parf car, rare & exotic, premium ad car, low mileage car",auto,1849.0,338.0,5038.0,3.0,34580.0,107800,5574.0,191444.0,2800.0,90531.0,139169.0,349000.0,320000,2022
honda,2016.0,2016-05-04,suv,parf car,auto,1190.0,96.0,1496.0,2.0,15270.0,36801,682.0,12330.0,120500.0,20621.0,10870.0,31800.0,120000,2016
audi,2019.0,2019-11-13,suv,"parf car, premium ad car",auto,1795.0,185.0,1984.0,1.0,23170.0,40009,1194.0,60612.0,90000.0,43626.0,53077.0,146999.0,280000,2019
honda,2016.0,2016-07-08,mpv,parf car,auto,1160.0,88.0,1497.0,3.0,14230.0,55200,684.0,21533.0,88032.0,19298.0,19298.0,37800.0,80488,2016
honda,2019.0,2020-08-18,hatchback,"opc car, parf car, premium ad car, low mileage car, sgcarmart warranty cars",auto,1030.0,73.0,1317.0,1.0,11490.0,15500,78.0,14331.0,30000.0,16688.0,6688.0,72500.0,82200,2020
volkswagen,2016.0,2016-12-30,luxury sedan,"parf car, direct owner sale",auto,1480.0,132.0,1798.0,2.0,15650.0,54901,976.0,31672.0,88500.0,31412.0,30977.0,52800.0,126000,2016
mg,2020.0,2020-12-29,suv,"parf car, premium ad car",auto,1563.0,119.0,1490.0,3.0,16020.0,45510,680.0,43736.0,72780.0,19131.0,19131.0,113000.0,141888,2020
honda,1992.0,1992-05-02,sports car,"coe car, premium ad car",manual,,,1595.0,6.0,11230.0,30284,,12620.0,91933.0,21288.0,31932.0,46800.0,168000,1992
nissan,2014.0,2014-11-25,bus/mini bus,direct owner sale,manual,1980.0,,2488.0,2.0,,36786,,847.0,120000.0,28777.0,1439.0,6900.0,84000,2014
bmw,2016.0,2016-04-08,hatchback,"parf car, direct owner sale",auto,1350.0,85.0,1496.0,3.0,14320.0,46009,1082.0,12988.0,98000.0,23752.0,10253.0,28000.0,150000,2016
honda,2016.0,2016-10-11,mid-sized sedan,"parf car, premium ad car, hybrid cars",auto,1170.0,101.0,1496.0,4.0,16090.0,56000,682.0,15995.0,98000.0,24314.0,5000.0,39877.0,118800,2016
nissan,2015.0,2015-12-08,van,premium ad car,auto,1240.0,,1597.0,3.0,13380.0,21331,,3156.0,129888.0,16305.0,816.0,19800.0,110000,2015
audi,2011.0,2011-05-16,sports car,"coe car, premium ad car, low mileage car",auto,1550.0,155.0,1984.0,5.0,14010.0,45586,1672.0,29874.0,127000.0,49336.0,49336.0,91800.0,246800,2011
toyota,2014.0,2014-07-14,truck,"coe car, premium ad car",manual,1780.0,,2982.0,2.0,10120.0,34875,,34340.0,112168.0,27856.0,1393.0,49800.0,65000,2014
bmw,2013.0,2015-06-05,luxury sedan,"parf car, sgcarmart warranty cars",auto,1635.0,135.0,1997.0,5.0,19720.0,75000,1210.0,28558.0,103000.0,41981.0,45774.0,37800.0,206000,2015
mazda,2019.0,2019-09-30,suv,"parf car, direct owner sale",auto,1916.0,170.0,2488.0,2.0,23090.0,40512,1786.0,52005.0,79000.0,35095.0,41133.0,142800.0,244888,2019
Honda,2006.0,2007-01-16,mid-sized sedan,coe car,auto,1219.0,103.0,1799.0,6.0,13910.0,52660,1467.0,12797.0,156756.5,20705.0,22776.0,33800.0,88188,2007
mercedes-benz,2014.0,2014-07-01,luxury sedan,"coe car, premium ad car, low mileage car",auto,1430.0,90.0,1595.0,3.0,15120.0,44817,814.0,43810.0,83571.0,27415.0,20381.0,73888.0,136000,2014
mercedes-benz,2021.0,2022-08-29,luxury sedan,"parf car, consignment car, low mileage car, hybrid cars",auto,2040.0,385.0,3982.0,2.0,62300.0,107001,3922.0,313484.0,15800.0,165419.0,303922.0,650000.0,500000,2022
volkswagen,2019.0,2020-03-06,mpv,"parf car, premium ad car",auto,1288.0,110.0,1395.0,2.0,16800.0,32801,624.0,39407.0,57800.0,26033.0,28447.0,106800.0,175000,2020
ferrari,2012.0,2012-06-08,sports car,"coe car, low mileage car",auto,1565.0,416.0,4497.0,6.0,71470.0,95025,5674.0,75864.0,58000.0,349645.0,349645.0,570788.0,500000,2012
Hyundai,2017.0,2017-07-14,mid-sized sedan,"parf car, premium ad car",auto,1345.0,93.0,1591.0,2.0,13550.0,42801,738.0,20229.0,98167.0,12881.0,12881.0,46000.0,91000,2017
honda,2018.0,2020-03-30,suv,"parf car, premium ad car, hybrid cars",auto,1280.0,112.0,1496.0,2.0,14570.0,30012,682.0,33072.0,78000.0,28042.0,21259.0,93777.0,114888,2020
bmw,2017.0,2017-04-27,suv,"parf car, premium ad car, low mileage car",auto,1430.0,100.0,1499.0,2.0,18040.0,54000,684.0,33593.0,66700.0,30855.0,30197.0,66800.0,203000,2017
nissan,2021.0,2021-08-26,van,premium ad car,auto,1220.0,,1597.0,2.0,9360.0,23717,,16699.0,42000.0,20880.0,1044.0,65888.0,67500,2021
nissan,2016.0,2016-07-26,suv,parf car,auto,1285.0,85.0,1197.0,2.0,13320.0,53000,508.0,18039.0,98000.0,18974.0,13974.0,33000.0,94788,2016
mitsubishi,2021.0,2021-05-28,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,945.0,59.0,1193.0,2.0,12420.0,41801,506.0,32805.0,53000.0,14691.0,5000.0,88800.0,75900,2021
toyota,2017.0,2017-08-28,mpv,"parf car, sgcarmart warranty cars",auto,1775.0,125.0,2362.0,1.0,23330.0,50110,1638.0,39135.0,91000.0,34489.0,40285.0,89800.0,65000,2017
mitsubishi,2020.0,2021-07-19,truck,-,auto,2240.0,,2998.0,1.0,14630.0,30007,,,48000.0,36206.0,1811.0,103800.0,79900,2021
Honda,2015.0,2015-06-26,suv,parf car,auto,1190.0,96.0,1496.0,3.0,16690.0,61000,682.0,10884.0,110000.0,18395.0,8395.0,21388.0,120000,2015
kia,2017.0,2017-06-30,suv,"parf car, hybrid cars, sgcarmart warranty cars",auto,1425.0,103.0,1580.0,2.0,16880.0,53001,732.0,19354.0,112000.0,27383.0,5000.0,53788.0,163000,2017
bmw,2011.0,2011-02-25,luxury sedan,"coe car, premium ad car",auto,1650.0,150.0,2497.0,3.0,17150.0,21342,2514.0,6970.0,222000.0,41307.0,41307.0,28000.0,190000,2011
Mercedes-Benz,2018.0,2021-05-22,sports car,"imported used vehicle, parf car, rare & exotic",auto,,350.0,3982.0,1.0,,58089,3922.0,,78000.0,91388.0,136499.0,355888.0,427000,2021
opel,2023.0,2023-10-20,van,"almost new car, premium ad car, electric cars",auto,1760.0,,,1.0,9600.0,37564,,35125.0,5200.0,40840.0,2042.0,89800.0,116000,2023
hyundai,2018.0,2018-07-20,mid-sized sedan,"parf car, premium ad car",auto,1115.0,73.0,1368.0,2.0,12000.0,25000,608.0,15173.0,85000.0,8412.0,8412.0,50800.0,85000,2018
land rover,2016.0,2017-05-15,suv,"parf car, premium ad car",auto,1841.0,177.0,1999.0,2.0,18950.0,53001,1212.0,49037.0,98000.0,46235.0,56729.0,82000.0,189888,2017
volvo,2019.0,2021-01-25,luxury sedan,"parf car, premium ad car",auto,1605.0,140.0,1969.0,1.0,19900.0,50100,1176.0,64950.0,63000.0,36014.0,42420.0,152800.0,235000,2021
mercedes-benz,2016.0,2017-01-04,hatchback,"parf car, premium ad car",auto,1395.0,90.0,1595.0,1.0,16920.0,49751,740.0,26267.0,91000.0,25432.0,22605.0,54500.0,190000,2017
toyota,2020.0,2021-02-18,mid-sized sedan,"parf car, hybrid cars",auto,1360.0,90.0,1798.0,2.0,15720.0,46790,976.0,43218.0,54000.0,27823.0,15953.0,113000.0,125000,2021
bmw,2018.0,2018-11-30,mpv,parf car,auto,1490.0,80.0,1499.0,1.0,14830.0,25000,684.0,35944.0,87000.0,31412.0,35977.0,81800.0,192000,2018
nissan,2008.0,2008-03-29,sports car,"coe car, premium ad car, low mileage car",auto,1740.0,353.0,3799.0,6.0,55150.0,44998,5454.0,17038.0,120000.0,102408.0,102408.0,208800.0,380000,2008
skoda,2020.0,2021-05-07,suv,"parf car, premium ad car",auto,1572.0,110.0,1395.0,2.0,19460.0,61190,624.0,63086.0,73000.0,26104.0,28546.0,146800.0,121800,2021
Toyota,2016.0,2016-03-17,van,premium ad car,manual,1740.0,,2982.0,2.0,17020.0,24977,,4373.0,98000.0,27741.0,1388.0,29800.0,145000,2016
