make,model,manufactured,reg_date,type_of_vehicle,category,transmission,power,engine_cap,no_of_owners,depreciation,coe,dereg_value,mileage,omv,arf,price,registration_year
mercedes-benz,cla180,2021.0,2022-02-25,luxury sedan,"parf car, low mileage car",auto,96.0,1332.0,1.0,19970.0,55001,71888.0,24178.0,34971.0,40960.0,169988.0,2022
toyota,harrier,2015.0,2015-11-11,suv,parf car,auto,111.0,1986.0,1.0,20400.0,60001,22024.0,110000.0,27576.0,25607.0,39800.0,2015
,golf,2018.0,2019-07-10,hatchback,"opc car, parf car, low mileage car",auto,92.0,1395.0,1.0,13640.0,11589,29395.0,34900.0,28115.0,31361.0,84800.0,2019
honda,city,2008.0,2009-03-02,mid-sized sedan,coe car,auto,88.0,1497.0,4.0,11430.0,25727,11905.0,145000.0,20387.0,20387.0,52888.0,2009
bmw,535i,2016.0,2017-01-10,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,225.0,2979.0,1.0,30460.0,50010,52739.0,84800.0,53477.0,68259.0,105888.0,2017
lexus,rx,2017.0,2017-10-03,suv,parf car,auto,175.0,1998.0,1.0,25020.0,49189,62754.0,95088.0,56222.0,73200.0,113800.0,2017
honda,civic,2016.0,2016-11-24,mid-sized sedan,"parf car, consignment car",auto,127.0,1498.0,3.0,16720.0,57002,28242.0,98000.0,26342.0,23879.0,52800.0,2016
isuzu,nqr75u,2019.0,2022-06-30,truck,direct owner sale,auto,,5193.0,2.0,13570.0,44038,35061.0,40000.0,41373.0,2069.0,108000.0,2022
honda,shuttle,2017.0,2018-05-04,stationwagon,parf car,auto,97.0,1496.0,1.0,15950.0,38510,19986.0,85000.0,18656.0,8656.0,63800.0,2018
land rover,discovery,2020.0,2020-08-31,suv,"parf car, premium ad car, hybrid cars, sgcarmart warranty cars",auto,147.0,1997.0,1.0,25810.0,37102,61283.0,45000.0,42132.0,50985.0,185800.0,2020
audi,a6,2015.0,2016-03-30,luxury sedan,"parf car, low mileage car",auto,140.0,1798.0,1.0,18410.0,47604,31693.0,60000.0,39385.0,42139.0,54000.0,2016
citroen,c4,2016.0,2016-12-20,hatchback,"parf car, premium ad car",auto,88.0,1560.0,2.0,12080.0,50951,18333.0,137000.0,23015.0,9221.0,35000.0,2016
nissan,qashqai,2015.0,2015-06-25,suv,parf car,auto,85.0,1197.0,2.0,14070.0,61000,10291.0,114000.0,19084.0,9084.0,17800.0,2015
porsche,cayenne,2020.0,2021-01-19,suv,"parf car, rare & exotic, premium ad car",auto,324.0,2894.0,1.0,43470.0,49489,166031.0,45000.0,114990.0,178982.0,368800.0,2021
nissan,sunny,2006.0,2006-05-02,mid-sized sedan,coe car,auto,81.0,1597.0,2.0,17240.0,45578,8179.0,156756.5,12080.0,13288.0,30944.0,2006
bmw,318i,2021.0,2021-12-15,luxury sedan,"parf car, premium ad car",auto,115.0,1998.0,1.0,19330.0,80401,97755.0,39759.0,41353.0,49895.0,170000.0,2021
honda,vezel,2015.0,2015-11-20,suv,parf car,auto,96.0,1496.0,2.0,16120.0,56001,13183.0,121000.0,19407.0,9407.0,27800.0,2015
toyota,prius,2016.0,2018-06-14,hatchback,"parf car, premium ad car, low mileage car, hybrid cars",auto,90.0,1797.0,3.0,20430.0,38501,28327.0,60000.0,27735.0,20829.0,88888.0,2018
,shuttle,2016.0,2017-03-09,stationwagon,"parf car, premium ad car",auto,97.0,1496.0,1.0,14690.0,49430,18147.0,118178.0,17765.0,7765.0,44000.0,2017
mitsubishi,canter,2021.0,2022-09-30,truck,low mileage car,auto,,2998.0,1.0,17840.0,39249,32561.0,988.0,36058.0,1803.0,148000.0,2022
mercedes-benz,c180,2016.0,2017-03-06,sports car,"parf car, premium ad car, low mileage car",auto,115.0,1595.0,2.0,27440.0,53106,48325.0,69249.0,47031.0,57844.0,99300.0,2017
honda,e,2015.0,2015-09-09,mpv,parf car,auto,129.0,2356.0,1.0,19580.0,62140,23725.0,155000.0,26576.0,29207.0,38800.0,2015
kia,stonic,2019.0,2019-10-22,suv,"parf car, low mileage car",auto,88.0,998.0,2.0,13760.0,31759,23246.0,44800.0,19230.0,9230.0,75350.0,2019
porsche,718,2020.0,2020-09-30,sports car,"parf car, rare & exotic, low mileage car",manual,309.0,3995.0,2.0,56310.0,32500,189333.0,17100.0,141816.0,227269.0,468000.0,2020
toyota,voxy,2017.0,2018-01-12,mpv,"parf car, premium ad car, hybrid cars, sgcarmart warranty cars",auto,100.0,1797.0,1.0,23560.0,45289,35120.0,70000.0,33657.0,29120.0,98800.0,2018
bmw,x1,2022.0,2022-08-22,suv,"parf car, premium ad car",auto,100.0,1499.0,1.0,18400.0,112001,122579.0,38800.0,37122.0,43971.0,169800.0,2022
honda,freed,2019.0,2019-09-27,mpv,"parf car, premium ad car, hybrid cars",auto,101.0,1496.0,1.0,17000.0,37000,33395.0,51860.0,26589.0,19225.0,96800.0,2019
toyota,alphard,2015.0,2017-08-31,mpv,"parf car, premium ad car",auto,134.0,2493.0,1.0,38090.0,53711,48167.0,86000.0,39709.0,47593.0,146000.0,2017
toyota,wish,2016.0,2016-10-04,mpv,"parf car, direct owner sale",auto,105.0,1798.0,3.0,14520.0,56889,24083.0,141000.0,19955.0,19955.0,40888.0,2016
toyota,harrier,2017.0,2018-01-22,suv,parf car,auto,170.0,1998.0,1.0,20430.0,45289,38184.0,113100.0,30808.0,35132.0,86800.0,2018
toyota,hiace,2020.0,2020-09-11,van,premium ad car,manual,,2982.0,2.0,12960.0,20647,12716.0,68981.0,28234.0,1412.0,79800.0,2020
,elantra,2016.0,2017-03-22,mid-sized sedan,"parf car, direct owner sale",auto,93.0,1591.0,2.0,12620.0,50789,22334.0,110000.0,13823.0,13823.0,41800.0,2017
lexus,ls,2018.0,2018-03-22,luxury sedan,"parf car, consignment car",auto,232.0,3456.0,3.0,28310.0,47390,114186.0,81000.0,98524.0,149344.0,176888.0,2018
volkswagen,scirocco,2011.0,2011-09-08,sports car,coe car,auto,118.0,1390.0,5.0,11560.0,46704,33780.0,128266.5,25240.0,25240.0,83588.0,2011
audi,a6,2015.0,2015-08-20,luxury sedan,"parf car, direct owner sale, low mileage car",auto,245.0,2995.0,2.0,22950.0,71889,58862.0,83000.0,67054.0,92698.0,71500.0,2015
porsche,cayenne,2011.0,2012-03-02,suv,"coe car, premium ad car, low mileage car, hybrid cars",auto,245.0,2995.0,3.0,20970.0,80583,61486.0,114000.0,102845.0,61707.0,159999.0,2012
mercedes-benz,cla200,2016.0,2016-04-07,luxury sedan,"parf car, direct owner sale",auto,115.0,1595.0,3.0,24530.0,47604,23626.0,145000.0,28790.0,27306.0,58000.0,2016
bmw,630i,2010.0,2010-04-23,sports car,coe car,auto,200.0,2996.0,6.0,15360.0,33568,19663.0,139831.5,67599.0,67599.0,90000.0,2010
jaguar,e-pace,2019.0,2019-10-24,suv,"parf car, premium ad car",auto,147.0,1997.0,3.0,16950.0,42020,47850.0,83000.0,29975.0,33965.0,107800.0,2019
honda,grace,2017.0,2018-06-28,mid-sized sedan,"opc car, parf car, direct owner sale, hybrid cars",auto,101.0,1496.0,2.0,13020.0,21389,11548.0,73000.0,23112.0,5000.0,53000.0,2018
nissan,cabstar,2019.0,2020-07-11,truck,premium ad car,manual,,1998.0,2.0,9360.0,24502,14876.0,62000.0,21874.0,1094.0,56800.0,2020
mazda,2,2009.0,2010-07-30,hatchback,coe car,auto,77.0,1498.0,6.0,12320.0,16438,3684.0,155384.0,18215.0,18215.0,13800.0,2010
nissan,serena,2020.0,2021-03-24,mpv,"parf car, premium ad car, hybrid cars",auto,100.0,1198.0,1.0,20380.0,45001,45009.0,58000.0,30937.0,20312.0,145000.0,2021
honda,vezel,2018.0,2018-12-20,suv,parf car,auto,96.0,1496.0,2.0,14950.0,25000,21694.0,72000.0,23874.0,15424.0,72888.0,2018
kia,carens,2016.0,2017-02-07,mpv,"parf car, premium ad car",auto,104.0,1685.0,3.0,17630.0,52807,27354.0,154000.0,25212.0,22297.0,57800.0,2017
volkswagen,beetle,2010.0,2011-03-04,hatchback,"coe car, premium ad car, low mileage car, sgcarmart warranty cars",auto,75.0,1595.0,1.0,10210.0,38137,24982.0,59000.0,18083.0,18083.0,66900.0,2011
mercedes-benz,coupe,2010.0,2011-03-17,sports car,"coe car, consignment car",auto,150.0,1796.0,5.0,15050.0,42683,28311.0,224000.0,56375.0,56375.0,99800.0,2011
honda,jade,2015.0,2016-11-21,mpv,"parf car, low mileage car",auto,110.0,1496.0,1.0,16650.0,56206,27174.0,75000.0,25357.0,22500.0,51800.0,2016
mercedes-benz,amg,2022.0,2022-09-29,luxury sedan,"parf car, rare & exotic, low mileage car, hybrid cars",auto,336.0,2999.0,1.0,47930.0,112001,228675.0,7500.0,109570.0,181054.0,488000.0,2022
nissan,note,2018.0,2018-03-29,hatchback,"parf car, premium ad car, low mileage car",auto,58.0,1198.0,1.0,12810.0,36810,17187.0,61632.0,13497.0,5000.0,51000.0,2018
honda,n-van,2022.0,2022-07-29,van,premium ad car,auto,,658.0,1.0,11380.0,40442,32852.0,16579.5,19110.0,956.0,92500.0,2022
mitsubishi,canter,2018.0,2019-03-20,truck,-,manual,,2998.0,2.0,16890.0,26914,12395.0,78000.0,35943.0,1798.0,77800.0,2019
toyota,hiace,2018.0,2019-03-11,van,premium ad car,manual,,2982.0,3.0,14100.0,24518,11614.0,78000.0,28136.0,1407.0,66800.0,2019
toyota,premio,2008.0,2009-08-26,mid-sized sedan,"coe car, premium ad car",auto,81.0,1496.0,5.0,11440.0,27886,13607.0,166943.0,18161.0,18161.0,55800.0,2009
volkswagen,jetta,2015.0,2016-03-24,mid-sized sedan,parf car,auto,90.0,1390.0,2.0,12560.0,45000,19814.0,106800.0,21584.0,22218.0,32300.0,2016
lamborghini,urus,2021.0,2021-10-09,suv,"parf car, rare & exotic, low mileage car",auto,478.0,3996.0,1.0,102730.0,70200,272284.0,9188.0,179194.0,294550.0,899000.0,2021
bmw,640i,2012.0,2012-10-30,luxury sedan,"coe car, direct owner sale",auto,235.0,2979.0,3.0,21210.0,66387,48508.0,138000.0,82019.0,82019.0,155000.0,2012
nissan,cabstar,2016.0,2016-08-18,truck,direct owner sale,manual,,2953.0,2.0,15320.0,47889,9657.0,133309.0,24942.0,1248.0,30888.0,2016
hyundai,tucson,2009.0,2010-01-06,suv,"coe car, low mileage car, sgcarmart warranty cars",auto,122.0,1998.0,2.0,13630.0,39463,21948.0,142000.0,20908.0,20908.0,75800.0,2010
opel,insignia,2020.0,2021-09-03,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,121.0,1490.0,1.0,13430.0,60001,64069.0,48000.0,25948.0,28328.0,110000.0,2021
,fit,2019.0,2019-06-06,hatchback,parf car,auto,73.0,1317.0,1.0,13280.0,25689,16577.0,56300.0,15422.0,5422.0,68800.0,2019
mazda,rx-8,2008.0,2008-09-03,sports car,"coe car, low mileage car",auto,158.0,1308.0,6.0,12260.0,32339,13139.0,150000.0,27048.0,27048.0,49800.0,2008
mercedes-benz,b180,2010.0,2010-10-28,hatchback,coe car,auto,85.0,1699.0,4.0,11190.0,32914,19938.0,139831.5,29005.0,29005.0,67800.0,2010
honda,fit,2016.0,2016-11-29,hatchback,parf car,auto,73.0,1317.0,2.0,14360.0,50951,15507.0,95088.0,14347.0,5000.0,37800.0,2016
ferrari,california,2011.0,2011-03-08,sports car,"coe car, consignment car, low mileage car",auto,338.0,4297.0,6.0,45030.0,42683,28311.0,68000.0,285582.0,285582.0,298800.0,2011
toyota,estima,2007.0,2008-03-06,mpv,coe car,auto,125.0,2362.0,4.0,13620.0,44998,15792.0,178233.0,27993.0,30793.0,47800.0,2008
byd,e6,2022.0,2022-11-29,hatchback,"parf car, premium ad car, low mileage car, electric cars",auto,70.0,,1.0,16520.0,90589,76641.0,37.0,26883.0,,139800.0,2022
audi,a6,2014.0,2015-04-24,luxury sedan,"parf car, premium ad car",auto,132.0,1984.0,2.0,17890.0,76612,27029.0,112168.0,38513.0,40919.0,35800.0,2015
,vezel,2016.0,2016-05-13,suv,"parf car, premium ad car",auto,96.0,1496.0,2.0,14100.0,46009,13979.0,133000.0,20109.0,10153.0,30800.0,2016
toyota,altis,2020.0,2020-07-16,mid-sized sedan,"parf car, premium ad car",auto,96.0,1598.0,1.0,14490.0,33520,34880.0,70000.0,19678.0,19678.0,96800.0,2020
volkswagen,scirocco,2009.0,2010-01-21,sports car,"coe car, premium ad car",auto,118.0,1390.0,6.0,10780.0,27886,13401.0,149838.0,24525.0,24525.0,51800.0,2010
toyota,camry,2018.0,2019-12-03,luxury sedan,"parf car, premium ad car, hybrid cars",auto,155.0,2487.0,2.0,17860.0,37912,46845.0,59000.0,38023.0,35233.0,113800.0,2019
kia,carens,2018.0,2018-07-19,mpv,parf car,auto,104.0,1685.0,1.0,13630.0,37989,29579.0,78000.0,20030.0,20042.0,65800.0,2018
mitsubishi,outlander,2018.0,2020-01-20,suv,parf car,auto,110.0,1998.0,1.0,18200.0,36000,35150.0,73888.0,19986.0,19986.0,111888.0,2020
mercedes-benz,e200,2016.0,2017-01-09,luxury sedan,"parf car, direct owner sale, low mileage car",auto,135.0,1991.0,2.0,22940.0,57002,53639.0,68000.0,52106.0,65791.0,89900.0,2017
mercedes-benz,amg,2021.0,2021-04-05,luxury sedan,"parf car, premium ad car",auto,145.0,1991.0,1.0,27050.0,46790,88706.0,48400.0,57676.0,75817.0,222000.0,2021
citroen,berlingo,2019.0,2020-08-12,van,-,manual,,1499.0,2.0,9020.0,20776,12625.0,62000.0,20095.0,1005.0,54800.0,2020
infiniti,qx50,2018.0,2019-05-31,suv,parf car,auto,200.0,1997.0,2.0,19350.0,42564,55857.0,77000.0,41173.0,49643.0,120800.0,2019
audi,a3,2014.0,2014-10-29,hatchback,"coe car, premium ad car",auto,92.0,1395.0,1.0,12750.0,42275,41974.0,112168.0,26497.0,14096.0,63300.0,2014
mazda,2,2018.0,2018-04-13,mid-sized sedan,"parf car, premium ad car",auto,85.0,1496.0,1.0,12900.0,38830,17793.0,84671.0,14726.0,5000.0,50800.0,2018
aston martin,v8,2008.0,2008-04-04,sports car,"coe car, premium ad car, low mileage car",auto,283.0,4282.0,2.0,47090.0,44998,17087.0,39000.0,195607.0,195607.0,178800.0,2008
bmw,ix,2022.0,2023-02-28,suv,"parf car, rare & exotic, premium ad car, low mileage car, electric cars",auto,390.0,,2.0,31190.0,118001,201759.0,15000.0,93170.0,143144.0,338338.0,2023
mercedes-benz,s320l,2017.0,2017-06-30,luxury sedan,"parf car, premium ad car, low mileage car",auto,200.0,2996.0,3.0,28630.0,53001,96028.0,69000.0,90326.0,134587.0,149800.0,2017
renault,scenic,2017.0,2018-04-30,hatchback,"parf car, premium ad car, low mileage car",auto,81.0,1461.0,1.0,12430.0,38510,24991.0,47000.0,24830.0,16762.0,53888.0,2018
honda,civic,2006.0,2006-05-23,mid-sized sedan,"coe car, premium ad car",auto,103.0,1799.0,2.0,13880.0,46048,8907.0,156756.5,20907.0,22998.0,26888.0,2006
toyota,sienta,2016.0,2016-10-19,mpv,parf car,auto,80.0,1496.0,5.0,16070.0,55201,17264.0,98000.0,19189.0,9189.0,38800.0,2016
bmw,520i,2013.0,2014-12-22,luxury sedan,"parf car, premium ad car, low mileage car",auto,135.0,1997.0,1.0,19610.0,74389,29550.0,73000.0,45968.0,51356.0,35888.0,2014
mercedes-benz,cla200,2016.0,2017-05-11,luxury sedan,"parf car, premium ad car, low mileage car",auto,115.0,1595.0,1.0,20010.0,54000,32679.0,66000.0,30541.0,29758.0,69800.0,2017
rolls-royce,ghost,2011.0,2012-01-06,luxury sedan,"coe car, rare & exotic, premium ad car, low mileage car",auto,420.0,6592.0,3.0,65350.0,79034,59113.0,45000.0,309821.0,309821.0,488800.0,2012
toyota,hiace,2020.0,2020-09-30,van,premium ad car,manual,,2982.0,1.0,12850.0,19759,12272.0,67168.0,28234.0,1412.0,79800.0,2020
toyota,vellfire,2015.0,2016-12-28,mpv,"parf car, premium ad car",auto,134.0,2493.0,3.0,27310.0,55201,42119.0,112000.0,40606.0,48849.0,87800.0,2016
mazda,3,2015.0,2015-06-25,mid-sized sedan,"parf car, sgcarmart warranty cars",auto,88.0,1496.0,3.0,16860.0,61000,8646.0,110000.0,16696.0,6696.0,17988.0,2015
mitsubishi,canter,2015.0,2016-04-01,truck,premium ad car,manual,,2998.0,6.0,18830.0,46502,7606.0,110000.0,37480.0,1874.0,30800.0,2016
honda,mobilio,2015.0,2015-07-15,mpv,"parf car, premium ad car",auto,88.0,1497.0,2.0,16020.0,68589,17818.0,138000.0,18935.0,18935.0,26800.0,2015
mercedes-benz,coupe,2013.0,2013-09-13,sports car,"coe car, premium ad car, low mileage car",auto,155.0,1991.0,2.0,14980.0,118357,94686.0,42165.0,47421.0,53390.0,135700.0,2013
chevrolet,optra,2009.0,2010-03-22,stationwagon,"coe car, premium ad car",auto,80.0,1598.0,4.0,16970.0,15988,1743.0,199700.0,14010.0,14010.0,9300.0,2010
suzuki,vitara,2017.0,2017-11-16,suv,"parf car, premium ad car",auto,88.0,1586.0,1.0,14220.0,41617,20859.0,146000.0,16199.0,11199.0,51988.0,2017
toyota,estima,2009.0,2010-10-14,mpv,"coe car, premium ad car, sgcarmart warranty cars",auto,125.0,2362.0,4.0,12680.0,34935,21708.0,143000.0,36302.0,36302.0,78800.0,2010
honda,shuttle,2019.0,2019-09-26,stationwagon,"parf car, premium ad car, sgcarmart warranty cars",auto,95.0,1496.0,1.0,13690.0,28589,23096.0,52000.0,20896.0,11255.0,75800.0,2019
mitsubishi,outlander,2016.0,2016-09-14,suv,parf car,auto,123.0,2360.0,3.0,14670.0,56500,27068.0,90000.0,24265.0,25971.0,42800.0,2016
land rover,range,2019.0,2019-07-04,suv,"parf car, premium ad car, hybrid cars",auto,147.0,1997.0,1.0,24690.0,34000,53352.0,56100.0,43368.0,52716.0,145800.0,2019
mercedes-benz,gla180,2018.0,2018-06-04,suv,"parf car, premium ad car",auto,90.0,1595.0,1.0,18780.0,36890,35778.0,61000.0,28937.0,32512.0,90800.0,2018
mercedes-benz,c180,2015.0,2015-10-19,luxury sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,115.0,1595.0,5.0,21370.0,58190,27838.0,113291.0,35294.0,36412.0,46888.0,2015
kia,sorento,2018.0,2018-06-19,suv,"parf car, premium ad car",auto,147.0,2199.0,1.0,17820.0,37989,36696.0,90000.0,27611.0,30656.0,86800.0,2018
audi,q5,2019.0,2020-01-20,suv,"parf car, premium ad car",auto,185.0,1984.0,2.0,23580.0,40889,62589.0,60620.0,43835.0,53369.0,156800.0,2020
audi,s5,2011.0,2011-12-07,sports car,"coe car, consignment car",auto,245.0,2995.0,3.0,15680.0,60586,44734.0,182000.0,64684.0,64684.0,115800.0,2011
bmw,116d,2018.0,2018-08-24,hatchback,parf car,auto,85.0,1496.0,2.0,15030.0,31997,35505.0,86000.0,28248.0,31548.0,78800.0,2018
volkswagen,golf,2022.0,2022-08-26,hatchback,"parf car, premium ad car, hybrid cars",auto,110.0,1498.0,1.0,16910.0,112001,102802.0,25000.0,29001.0,17602.0,144800.0,2022
porsche,macan,2015.0,2015-09-08,suv,"parf car, low mileage car",auto,250.0,2997.0,3.0,46790.0,62140,63680.0,76000.0,72157.0,101883.0,108500.0,2015
toyota,camry,2009.0,2009-06-10,luxury sedan,"coe car, premium ad car, low mileage car",auto,108.0,1998.0,4.0,10570.0,39563,19012.0,109567.0,26727.0,26727.0,50800.0,2009
mercedes-benz,amg,2023.0,2023-12-27,suv,"parf car, rare & exotic, almost new car, premium ad car, low mileage car",auto,430.0,3982.0,1.0,80260.0,110001,148001.0,5000.0,136971.0,318308.0,818800.0,2023
mercedes-benz,evito,2022.0,2023-03-30,van,electric cars,auto,,,1.0,16250.0,52459,46121.0,16579.5,58472.0,2924.0,142888.0,2023
toyota,vellfire,2018.0,2018-09-11,mpv,"parf car, premium ad car, sgcarmart warranty cars",auto,134.0,2494.0,1.0,29020.0,32001,55197.0,89000.0,48189.0,59465.0,152800.0,2018
,altis,2016.0,2016-10-17,mid-sized sedan,"parf car, premium ad car",auto,90.0,1598.0,3.0,13930.0,50000,21354.0,82078.0,16800.0,16800.0,39800.0,2016
volkswagen,touran,2014.0,2015-02-11,mpv,parf car,auto,77.0,1598.0,2.0,,62002,11278.0,95120.0,24673.0,16543.0,16800.0,2015
mitsubishi,lancer,2008.0,2008-12-12,mid-sized sedan,"coe car, premium ad car",auto,114.0,1998.0,2.0,11790.0,31553,13918.0,145000.0,25124.0,25124.0,52000.0,2008
mercedes-benz,amg,2019.0,2020-02-27,suv,parf car,auto,190.0,1991.0,1.0,29280.0,37705,75755.0,63000.0,55968.0,72743.0,200999.0,2020
honda,civic,2019.0,2019-07-22,mid-sized sedan,"parf car, premium ad car, sgcarmart warranty cars",auto,92.0,1597.0,1.0,14490.0,28589,29438.0,88000.0,20084.0,20118.0,82800.0,2019
mazda,2,2016.0,2017-02-21,luxury sedan,parf car,auto,121.0,1998.0,2.0,14890.0,48556,25643.0,98000.0,21624.0,22274.0,48800.0,2017
bmw,216d,2015.0,2015-11-27,mpv,"parf car, premium ad car",auto,85.0,1496.0,2.0,16040.0,59200,22020.0,130000.0,30944.0,25322.0,34588.0,2015
mercedes-benz,amg,2021.0,2021-08-27,luxury sedan,"parf car, rare & exotic, premium ad car, hybrid cars",auto,336.0,2999.0,1.0,42810.0,61001,199681.0,40200.0,131899.0,209419.0,403800.0,2021
kia,cerato,2017.0,2018-03-29,mid-sized sedan,parf car,auto,95.0,1591.0,2.0,13830.0,41400,25616.0,103000.0,15294.0,15294.0,60000.0,2018
,harrier,2021.0,2021-11-11,suv,"parf car, premium ad car, hybrid cars",auto,160.0,2487.0,2.0,21260.0,59599,71431.0,54312.0,43295.0,37613.0,173000.0,2021
land rover,range,2016.0,2017-04-19,suv,"parf car, low mileage car",auto,177.0,1999.0,6.0,,54405,,10100.0,48155.0,59417.0,77800.0,2017
volkswagen,sportsvan,2016.0,2016-09-30,hatchback,parf car,auto,92.0,1395.0,2.0,17060.0,50000,26734.0,98000.0,27478.0,25470.0,51800.0,2016
,hiace,2010.0,2010-10-12,van,coe car,manual,,2982.0,1.0,13900.0,11975,2723.0,139831.5,25387.0,1270.0,15800.0,2010
bmw,420i,2022.0,2022-08-26,luxury sedan,"parf car, direct owner sale, low mileage car",auto,135.0,1998.0,2.0,25150.0,107001,136713.0,18000.0,51809.0,65257.0,238888.0,2022
volkswagen,jetta,2015.0,2015-07-21,mid-sized sedan,"parf car, premium ad car",auto,90.0,1390.0,1.0,11900.0,58700,17052.0,110000.0,19307.0,19307.0,22700.0,2015
audi,a5,2021.0,2021-04-23,luxury sedan,"parf car, hybrid cars",auto,110.0,1984.0,1.0,20370.0,61190,75126.0,65000.0,37299.0,44219.0,161800.0,2021
audi,a6,2015.0,2016-04-21,luxury sedan,parf car,auto,140.0,1798.0,3.0,17680.0,46667,31823.0,110000.0,39446.0,42225.0,53800.0,2016
nissan,cabstar,2017.0,2017-12-30,truck,premium ad car,manual,,2953.0,3.0,11810.0,42000,14867.0,110357.0,27176.0,1359.0,41800.0,2017
,qashqai,2017.0,2017-10-11,suv,parf car,auto,85.0,1197.0,1.0,14580.0,41761,23454.0,116000.0,19750.0,14750.0,55800.0,2017
volkswagen,golf,2015.0,2015-09-29,hatchback,"parf car, sgcarmart warranty cars",auto,90.0,1395.0,3.0,12570.0,55399,11305.0,138500.0,19158.0,9158.0,18800.0,2015
infiniti,q30,2017.0,2018-04-11,suv,"parf car, premium ad car, sgcarmart warranty cars",auto,80.0,1461.0,2.0,13380.0,37000,26565.0,85000.0,27211.0,20096.0,58888.0,2018
audi,q3,2020.0,2020-03-27,suv,"parf car, premium ad car",auto,110.0,1395.0,2.0,20990.0,32801,42116.0,50580.0,27757.0,30860.0,136800.0,2020
hyundai,avante,2019.0,2019-06-13,mid-sized sedan,"parf car, premium ad car",auto,93.0,1591.0,1.0,14130.0,30009,25103.0,54000.0,14802.0,14802.0,76800.0,2019
toyota,c-hr,2017.0,2017-09-27,suv,"parf car, hybrid cars, sgcarmart warranty cars",auto,90.0,1797.0,2.0,18840.0,50000,20217.0,82000.0,31336.0,5871.0,64788.0,2017
mercedes-benz,amg,2019.0,2019-08-27,suv,"parf car, premium ad car",auto,155.0,1991.0,1.0,26800.0,39406,69408.0,77000.0,52030.0,65654.0,170000.0,2019
lexus,is,2017.0,2018-01-25,luxury sedan,"parf car, sgcarmart warranty cars",auto,180.0,1998.0,1.0,21850.0,47390,46884.0,81000.0,38430.0,45802.0,101800.0,2018
land rover,discovery,2017.0,2017-11-21,suv,parf car,auto,110.0,1999.0,2.0,20040.0,57414,51823.0,103161.0,41004.0,49406.0,93500.0,2017
mazda,3,2017.0,2018-01-17,mid-sized sedan,"parf car, low mileage car",auto,88.0,1496.0,1.0,14170.0,41400,26636.0,47780.0,18643.0,18643.0,59000.0,2018
toyota,alphard,2024.0,2024-04-30,mid-sized sedan,"parf car, rare & exotic, almost new car, premium ad car, low mileage car, hybrid cars",auto,184.0,2487.0,1.0,33270.0,109004,163430.0,100.0,56505.0,74360.0,365800.0,2024
audi,s3,2010.0,2010-06-25,sports car,"coe car, premium ad car",auto,188.0,1984.0,2.0,16380.0,33568,20242.0,139831.5,41873.0,41873.0,98800.0,2010
opel,crossland,2020.0,2020-11-04,suv,parf car,auto,96.0,1199.0,1.0,11530.0,37334,30632.0,48000.0,19816.0,9816.0,76800.0,2020
ssangyong,tivoli,2016.0,2017-03-10,suv,"parf car, premium ad car",auto,94.0,1597.0,2.0,12450.0,50991,24614.0,87200.0,17810.0,17810.0,42900.0,2017
honda,civic,2018.0,2019-05-17,hatchback,"parf car, sgcarmart warranty cars",auto,134.0,1496.0,1.0,18070.0,48010,47516.0,68303.0,30497.0,34696.0,104800.0,2019
mini,cooper,2014.0,2015-05-28,hatchback,parf car,auto,88.0,1598.0,2.0,19230.0,66590,18256.0,98000.0,24418.0,26186.0,28000.0,2015
isuzu,npr85,2019.0,2020-07-01,truck,premium ad car,auto,,2999.0,2.0,14860.0,22085,13348.0,62000.0,37994.0,1900.0,89800.0,2020
toyota,picnic,2008.0,2008-10-16,mpv,coe car,auto,110.0,1998.0,3.0,12150.0,32279,13495.0,145000.0,24659.0,24659.0,50800.0,2008
bmw,m4,2014.0,2016-07-04,sports car,"parf car, premium ad car",auto,317.0,2979.0,3.0,66400.0,57010,75961.0,100000.0,75057.0,107103.0,189800.0,2016
byd,e6,2021.0,2021-03-22,hatchback,"parf car, electric cars",auto,70.0,,1.0,13960.0,44589,33557.0,112058.0,24000.0,5000.0,95800.0,2021
toyota,dyna,2016.0,2017-01-10,truck,-,manual,,2982.0,2.0,15770.0,30292,7262.0,98000.0,31110.0,1556.0,37800.0,2017
volkswagen,t-cross,2021.0,2021-08-12,suv,parf car,auto,85.0,999.0,1.0,14270.0,45189,48943.0,35000.0,22436.0,23411.0,110800.0,2021
bmw,535i,2010.0,2010-12-14,luxury sedan,coe car,auto,225.0,2979.0,4.0,15350.0,40714,26470.0,182000.0,63284.0,63284.0,99800.0,2010
nissan,nv200,2019.0,2019-10-10,van,premium ad car,auto,,1598.0,1.0,11260.0,25556,13387.0,62000.0,17499.0,875.0,58988.0,2019
rolls-royce,phantom,2020.0,2021-01-18,luxury sedan,"parf car, rare & exotic, low mileage car",auto,420.0,6749.0,1.0,232060.0,49489,706743.0,4200.0,515159.0,899287.0,1980000.0,2021
volkswagen,tiguan,2015.0,2016-02-26,suv,"parf car, low mileage car",auto,118.0,1390.0,2.0,13600.0,46970,23554.0,70000.0,26894.0,29652.0,35800.0,2016
